year,month,day,creator,cityFrom,coordinatesFrom,regionFrom,countryFrom,addressees,cityTo,coordinatesTo,regionTo,countryTo,destination,flags,language,peopleMentioned
1628,9,4,"Andreae, Johann Valentin",Calw,"48.71419, 8.74031",Baden-Württemberg,,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,Destination INFERRED.,Latin,
1629,9,24,Unity of Brethren,Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Lithuania, Seniors and superintendents of (fl. 1629)",Vilnius,"54.68916, 25.2798",Vilnius County,Lithuania,,Destination INFERRED. Destination UNCERTAIN.,Latin,"Leszczyński, Rafał ~ Morlinus, Joachim ~ Cyrillus, Johannes (fl. 1629-34) ~ Erastus, Jiří ~ Cornu, Václav ~ Procopius, Matthias (fl. 1629-34) ~ Pauli, Jiří (fl. 1629-1630) ~ Hermon, Johannes ~ CCCCCC ~ Laurentius, Johannes (fl. 1629-40) ~ Lochar, Václav ~ Jacobides, Andreas (fl. 1629) ~ Claudianus, Joannes (fl. 1629) ~ Tychikus, Daniel ~ Lipena, Václav (fl. 1629) ~ Krokočínský, Matouš Theodor ~ Carion, Václav (fl.1629) ~ Fines, Jan ~ Sylvanus, Joannes (fl. 1629) ~ Libánský, Jan ~ Erhardus, Petrus (fl. 1629) ~ Onyáš, Václav (fl. 1629) ~ Laubmann, Jan ~ Přemysl, Martin ~ Tiessicius, Sigismundus (fl. 1629) ~ Parvus, Jiřík ~ Stadius, Johannes ~ Onezýn, Šimon ~ Srammius, Laurentius (fl. 1629) ~ Figulus, Jan ~ Situs, Václav (fl. 1629)~ Chrysostomus, Joannes (fl. 1629) ~ Nigrin, Václav (fl. 1629) ~ Voytus, Joannes (fl. 1629) ~Laurin, Jiří ~ Concordius, Paulus (fl. 1629) ~ Levínský, Daniel (fl. 1629)"
1629,11,30,"ze Žerotína, Karel starší",Wrocław,"51.1, 17.03333",(Silesia) Poland,,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,,Czech,"Wallenstein, Albrecht Wenzel Eusebius von ~ Tilly, Johann Tserclaes Count of"
1629,12,1,"ze Žerotína, Karel starší",Wrocław,"51.1, 17.03333",(Silesia) Poland,,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,Destination INFERRED.,Czech,"Kmochan Brandejský, Šimon (fl. 1629) ~ Žerotín, Ladislav Velen of ~ Žerotín, Jan of ~ Gustavus Adolphus, King of Sweden ~ Arnim-Boitzenburg, Hans Georg von"
1629,12,23,"ze Žerotína, Karel starší",Wrocław,"51.1, 17.03333",(Silesia) Poland,,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,Destination INFERRED.,,"Justinus, Laurentius ~ Hermon, Johannes ~ Krokočínský, Matouš Theodor"
1629,12,31,"ze Žerotína, Karel starší",Wrocław,"51.1, 17.03333",(Silesia) Poland,,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,Destination INFERRED.,Czech,"Tiefenbach, Zikmund of"
1629,9,15,"Andreae, Johann Valentin",Calw,"48.71419, 8.74031",Baden-Württemberg,,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,Origin INFERRED. ~ Destination INFERRED.,Latin,"Stadius, Johannes ~ Jonston, Johannes ~ Ursinus, David"
1630,6,27,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Mentzel, Abraham",Zittau,"50.89772, 14.80764",Saxony,Germany,,Origin INFERRED. ~ Destination INFERRED.,Latin,
1630,10,20,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Evenius, Sigismund",Magdeburg,"52.12773, 11.62916",(Upper Saxon Imperial Circle) Saxony-Anhalt,Germany,,Date of work UNCERTAIN. Date of work APPROXIMATE. (Date of work as marked: [1630?] 10 20 [after]) ~ Origin INFERRED. Origin UNCERTAIN. ~ Destination INFERRED.,Latin,"Glaum, Philipp ~ Evenius, Sigismund ~ Frey, Jean Cecil ~ Ernst, Bartholomaeus (fl. 1630) ~ Holstein, Gabriel (fl. 1630-37)"
1630,1,16,"ze Žerotína, Karel starší",Wrocław,"51.1, 17.03333",(Silesia) Poland,,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,Destination INFERRED.,Czech,"Leszczyński, Bogusław ~ Leszczyński, Andrzej ~ Leszczyński, Rafał ~ Leszczyński, Władysław ~ Hermon, Johannes ~ Krokočínský, Matouš Theodor ~ Bruntálský z Vrbna, Karel ~ Cyrillus, Johannes (fl. 1629-34) ~Laurin, Jiří ~ Krato z Hranic, Martin (fl. 1630) ~ Žerotín, Ladislav Velen of ~ Žerotín, Jan of ~ Žerotín, Karel of"
1630,1,18,"ze Žerotína, Karel starší",Wrocław,"51.1, 17.03333",(Silesia) Poland,,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,Destination INFERRED.,Czech,"Rej of Nagłowic, Andrzej ~ Suatosius, John (fl. 1639-60)"
1631,10,11,"Cyrillus, Johannes (fl. 1629-34) ~ Procopius, Matthias (fl. 1629-34) ~ Hermon, Johannes, fl. 1629-1633 ~ CCCCCC ~ Lochar, Václav ~ Stadius, Johannes ~ Cardus, Wenceslaus (fl. 1631)",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,Dutch Church in London (fl. 1631-34),London,"51.50853, -0.12574",England,,,Addressee INFERRED.,Latin,
1631,10,11,"Cyrillus, Johannes (fl. 1629-34) ~ Procopius, Matthias (fl. 1629-34) ~ Hermon, Johannes, fl. 1629-1633 ~ CCCCCC ~ Lochar, Václav",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Rivet, André",Leiden,"52.15833, 4.49306",South Holland,Netherlands,,,Latin,"Vetter, Daniel ~ Cyrillus, Johannes (fl. 1629-34) ~ Procopius, Matthias (fl. 1629-34) ~ Hermon, Johannes ~ CCCCCC ~ Lochar, Václav"
1632,9,22,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Moser, Martin",Złotoryja,"51.12637, 15.91979",Lower Silesian Voivodeship,Poland,,Origin INFERRED. Origin UNCERTAIN.,"Ancient Greek (words), Latin","Moser, Martin ~ Ratke, Wolfgang ~ Benzius, Johannes ~ Pasor, Georg"
1632,10,11,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Anchoranus, Johannes",London,"51.50853, -0.12574",England,,,,Latin,
1632,9,11,"Winkler, Georg (fl. 1632)",Złotoryja,"51.12637, 15.91979",Lower Silesian Voivodeship,Poland,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,Origin INFERRED. ~ Destination INFERRED.,Latin,"Helwig, Christoph ~ Jung, Joachim ~ Ratke, Wolfgang ~ Moser, Martin"
1632,11,3,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Hünefeld, Andreas",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,,,Latin,"Hünefeld, Andreas"
1632,11,3,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Hünefeld, Andreas",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,,,German,"Mochinger, Johann ~ Niclassius, Wojciech"
1632,11,3,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Mochinger, Johann",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,,,Latin,"Hünefeld, Andreas"
1633,5,5,"CCCCCC ~ Erastus, Jiří ~ Procopius, Matthias (fl. 1629-34) ~ Fabricius, Paulus ~ Hermon, Johannes, fl. 1629-1633 ~ Lochar, Václav ~ Laurentius, Johannes (fl. 1629-40) ~ Cephas, Petrus (fl. 1633)",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Breitinger, Johann Jakob",Zurich,"47.36667, 8.55",Zurich Canton,(Swiss Confederation) Switzerland,,,Latin,"Abdon, Jan"
1633,5,5,"Erastus, Jiří ~ Procopius, Matthias (fl. 1629-34) ~ CCCCCC ~ Hermon, Johannes, fl. 1629-1633 ~ Lochar, Václav ~ Laurentius, Johannes (fl. 1629-40) ~ Cephas, Petrus (fl. 1633) ~ Serrurier, Philipp (fl. 1633) ~ Fabricius, Paulus",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Dutch Church in London, Ministers of the (fl. 1633)",London,"51.50853, -0.12574",England,,,Addressee INFERRED. (Addressee as marked: Consistorium Londino-Belgicum) ~ Destination INFERRED.,Latin,"Serrurier, Philipp (fl. 1633)"
1633,5,5,"CCCCCC ~ Erastus, Jiří ~ Procopius, Matthias (fl. 1629-34) ~ Fabricius, Paulus ~ Hermon, Johannes, fl. 1629-1633 ~ Lochar, Václav ~ Laurentius, Johannes (fl. 1629-40) ~ Cephas, Petrus (fl. 1633)",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Regemorter, Ambrosius (fl. 1633-38) ~ Van Vleteren, Timotheus (fl. 1633) ~ Dutch Church in London, Other ministers of the (fl. 1633)",London,"51.50853, -0.12574",England,,,,Latin,"Vechner, David ~Laurin, Jiří ~ Charles I, King of England, Scotland, and Ireland ~ Serrurier, Philipp (fl. 1633)"
1633,11,16,"Erastus, Jiří ~ Procopius, Matthias (fl. 1629-34) ~ CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,Dutch Church in London (fl. 1631-34),London,"51.50853, -0.12574",England,,,Addressee INFERRED. ~ Destination INFERRED.,Latin,"Serrurier, Philipp (fl. 1633)"
1633,12,15,"ze Žerotína, Karel starší",Přerov,"49.4667, 17.5000",Moravia,,"Erastus, Jiří ~ Procopius, Matthias (fl. 1629-34) ~ CCCCCC ~ Fabricius, Paulus",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,Destination INFERRED.,Czech,"Věžník of Věžník, Adam Ladislav ~ Věžníková, Magdalena z Říčan ~ Dares (fl. 1649)"
1633,6,13,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Docemius, Johann",Hamburg,"53.57532, 10.01534",Hamburg,Germany,,Date of work INFERRED. ~ Origin INFERRED. Origin UNCERTAIN. ~ Destination INFERRED.,Latin,
1633,5,31,"CCCCCC ~ Unity of Brethren, seniors of the (fl. 1633-68)",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Rybiński, Jan",Grębocin,"50.16194, 20.34273",Lesser Poland Voivodeship,Poland,,Destination UNCERTAIN.,Latin,
1633,1,28,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Mochinger, Johann",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,,Date of work INFERRED. ~ Origin INFERRED. ~ Destination INFERRED.,Latin,
1633,5,5,"CCCCCC ~ Unity of Brethren, seniors of the (fl. 1633-68)",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Zwinger, Theodor",Basel,"47.5584, 7.57327",Basel-Stadt,(Swiss Confederation) Switzerland,,,Latin,
1634,10,17,"CCCCCC",Toruń,"53.01375, 18.59814",Kujawsko-Pomorskie,(Royal Prussia) Poland,"Hartlib, Samuel",London,"51.50853, -0.12574",England,,,Addressee INFERRED. ~ Destination INFERRED.,Latin,"Eskenn, Karl Ludwig (fl. 1632) ~ Zimmermann, Peter (fl. 1645-47)"
1634,1,9,"Erastus, Jiří ~ Procopius, Matthias (fl. 1629-34) ~ CCCCCC ~ Fabricius, Paulus",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,Dutch Church in London (fl. 1631-34),London,"51.50853, -0.12574",England,,,Addressee INFERRED. ~ Origin INFERRED. ~ Destination INFERRED.,Latin,
1634,1,9,"Erastus, Jiří ~ Procopius, Matthias (fl. 1629-34) ~ CCCCCC ~ Fabricius, Paulus",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Regemorter, Ambrosius (fl. 1633-38) ~ Dutch Church in London, Ministers and Elders of the (fl. 1634)",London,"51.50853, -0.12574",England,,,,Latin,
1634,1,4,Unity of Brethren,Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Rivet, André",Leiden,"52.15833, 4.49306",South Holland,Netherlands,,Addressee INFERRED.,Latin,"Frederick Henry, Prince of Orange ~ Erastus, Jiří ~ Procopius, Matthias (fl. 1629-34) ~ CCCCCC ~ Lochar, Václav"
1635,3,5,"Berg, Conrad (fl. 1633-42",Bremen,"53.07516, 8.80777",(Lower Saxon Imperial Circle) Bremen,Germany,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,Origin INFERRED. ~ Destination INFERRED.,Latin,"CCCCCC"
1635,8,3,"Erastus, Jiří ~ Procopius, Matthias (fl. 1629-34) ~ CCCCCC ~ Fabricius, Paulus ~ Lochar, Václav ~ Laurentius, Johannes (fl. 1629-40) ~ Cephas, Petrus (fl. 1633)",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Colvius, Andreas ~ Fris, Jacobus (fl. 1635)",Dordrecht,"51.81, 4.67361",South Holland,(United Provinces) Netherlands,,,Latin,"Meijer, Gilles de (fl. 1635-37) ~ Leszczyński, Rafał"
1636,9,20,"Unidentified correspondent of Jan Amos Komenský, fl. 1635-1636",London,"51.50853, -0.12574",England,,"CCCCCC",Unknown Address,#N/D,,,,Date of work UNCERTAIN. (Date of work as marked: 1635 9 20 or 1636 9 20) ~ Author/sender INFERRED. ~ Addressee INFERRED. Addressee UNCERTAIN. ~ Destination INFERRED.,German,"Hübner, Joachim ~ Bisterfeld, Johann Heinrich ~ Dury, John ~ Jung, Joachim ~ Tasse, Johann Adolf ~ Crell, Johann"
1637,12,22,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Breslau, City Council of (fl. 1637)",Wrocław,"51.1, 17.03333",(Silesia) Poland,,,,"Ancient Greek, Latin",
1637,6,12,"Erastus, Jiří ~ CCCCCC) ~ Fabricius, Paulus",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Colvius, Andreas",Dordrecht,"51.81, 4.67361",South Holland,(United Provinces) Netherlands,,,Latin,"Meijer, Gilles de (fl. 1635-37) ~ Crell, Johann ~ Stegmann, Joachim ~ Schlichting, Jonasz von ~ Ruarus, Martinus (fl. 1648) ~ Clementinus, Daniel (mentioned 1637)"
1638,3,8,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Hübner, Joachim",Oxford,"51.75222, -1.25596",Oxfordshire,England,,Addressee INFERRED. Addressee UNCERTAIN. ~ Origin INFERRED. ~ Destination INFERRED.,German,"Berg, Johannes ~ Friedrich Wilhelm I"
1638,6,1,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Rybiński, Jan",Obrzycko,"52.70338, 16.52807",Greater Poland Voivodeship,Poland,,Author/sender INFERRED. Author/sender UNCERTAIN. ~ Destination INFERRED.,"Latin, Polish",
1638,1,26,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Hartlib, Samuel",London,"51.50853, -0.12574",England,,,Origin INFERRED. ~ Destination INFERRED.,Latin,"Niclassius, Wojciech ~ Descartes, René ~ Jonston, Johannes ~ Dury, John ~ Sorellus ~ Ward, Samuel ~ Pergar z Pergu, Jan Krystof (fl. 1635-38) ~ Herbert, Edward ~ Calthof (fl. 1638-56)"
1638,3,8,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Hartlib, Samuel",London,"51.50853, -0.12574",England,,,Addressee INFERRED. Addressee UNCERTAIN. ~ Origin INFERRED. ~ Destination INFERRED.,"German, Latin","Becmann, Christian (fl. 1633-38) ~ Luther, Martin ~ Berg, Johannes"
1638,5,19,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Hartlib, Samuel",London,"51.50853, -0.12574",England,,,Author/sender INFERRED. ~ Addressee INFERRED. ~ Origin INFERRED. ~ Destination INFERRED.,Latin,"Dury, John ~ Poemer, Johann Abraham ~ Wolzogen, Johann Ludwig from Neuhäussel"
1638,7,1,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Hartlib, Samuel",London,"51.50853, -0.12574",England,,,Author/sender INFERRED. ~ Addressee INFERRED. ~ Origin INFERRED. ~ Destination INFERRED.,Latin,"Niclassius, Wojciech ~ Vechner, Georg ~ Hübner, Joachim"
1638,10,9,"Hübner, Joachim",London,"51.50853, -0.12574",England,,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,Destination INFERRED.,Latin,
1638,12,24,"Hübner, Joachim",London,"51.50853, -0.12574",England,,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,Destination INFERRED.,Latin,"Hartlib, Samuel ~ Christophorus, Johannes (fl.1638) ~ Sorellus ~ Descartes, René ~ Jonston, Johannes ~ Brooke, John (fl. 1638)"
1639,9,30,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Hartlib, Samuel",London,"51.50853, -0.12574",England,,,Date of work UNCERTAIN. Date of work APPROXIMATE. ~ Origin INFERRED. ~ Destination INFERRED.,Latin,"Jung, Joachim ~ Broniewski, Jerome (fl. 1639) ~ Poemer, Johann Abraham"
1639,11,1,"Mersenne, Marin",Paris,"48.85341, 2.3488",Île-de-France,France,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,Origin INFERRED.,Latin,"CCCCCC ~ Mersenne, Marin ~ Herbert, Edward"
1639,1,28,"Hübner, Joachim",London,"51.50853, -0.12574",England,,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,Destination INFERRED.,Latin,"Hartlib, Samuel"
1639,3,22,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Opitz, Martin",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,,,Latin,
1639,5,3,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Stolz von Stolzenberg, Daniel",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,,Destination INFERRED.,Latin,"Felgenhauer, Paul ~ Stolz von Stolzenberg, Daniel ~ Scultetus, Abraham ~ Knipperdollinck, Bernhard"
1639,6,26,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Opitz, Martin",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,,Origin INFERRED. Origin UNCERTAIN. ~ Destination INFERRED.,Latin,"Mochinger, Johann"
1640,2,4,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Leszczyński, Bogusław",Włodawa,"51.55, 23.55",Lublin Voivodeship,Poland,,Addressee INFERRED. (Addressee as marked: Ad eundem [reference to the previous letter]) ~ Destination INFERRED.,Latin,"Hübner, Joachim ~ Vechner, David ~ Jonston, Johannes"
1640,10,25,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Laurentius, Johannes (fl. 1629-40)",Vilnius,"54.68916, 25.2798",Vilnius County,Lithuania,Wilna [by a different hand in marginal note],,Latin,"Laurentius, Johannes (fl. 1629-40) ~ Niegowitz, D. (fl. 1640)"
1640,6,28,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Stolz von Stolzenberg, Daniel",Prabuty,"53.755, 19.20547",Pomeranian Voivodeship,(Royal Prussia) Poland,Riesenburg,,"Ancient Greek, Czech, German, Latin","Stolz von Stolzenberg, Daniel ~ Felgenhauer, Paul ~ Bellarmino, Roberto Francesco Romolo ~ Poniatowska, Christina ~ Arndt, Johann ~ Franck, Sebastian ~Ilir, Matija Vlačić ~ Luther, Martin ~ Socinus, Faustus ~ Piscator, Johannes ~ Tauler, Johann"
1640,1,2,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Mersenne, Marin",Paris,"48.85341, 2.3488",Île-de-France,France,,,Latin,
1640,6,5,"Stolz von Stolzenberg, Daniel",Prabuty,"53.755, 19.20547",Pomeranian Voivodeship,(Royal Prussia) Poland,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,Destination INFERRED.,Latin,"Felgenhauer, Paul"
1640,11,22,"Mersenne, Marin",Paris,"48.85341, 2.3488",Île-de-France,France,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,Destination INFERRED.,Latin,"CCCCCC ~ Herbert, Edward ~ Descartes, René ~ Maire, Johannes ~ Lull, Ramon ~ Calepinus, Ambrosius ~ Cavendish, William ~ Digby, Kenelm (Sir) ~ Mersenne, Marin ~ Lauremberg, Peter"
1640,3,1,"Hübner, Joachim",London,"51.50853, -0.12574",England,,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,Destination INFERRED.,Latin,"Hartlib, Samuel ~ Mersenne, Marin ~ Haak, Theodor ~ Pell, John ~ Herbert, Edward ~ Gassendi, Pierre ~ Jung, Joachim ~ Descartes, René ~ Vechner, Georg ~Heinsius, Daniel"
1640,11,3,"Hübner, Joachim",London,"51.50853, -0.12574",England,,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,Destination INFERRED.,Latin,"Hartlib, Samuel ~ Ramus, Petrus ~ Keckermann, Bartholomaeus ~ Alsted, Johann Heinrich ~ Jung, Joachim ~ Pell, John ~ Haak, Theodor ~ Stoughton, John ~ Dury, John ~ Rákóczi, György I"
1640,12,7,"Hübner, Joachim",London,"51.50853, -0.12574",England,,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,Author/sender INFERRED. Author/sender UNCERTAIN.,Latin,
1640,12,18,"CCCCCC ~ Erastus, Jiří",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Polyander, Johannes van den Kerckhoven",Leiden,"52.15833, 4.49306",South Holland,Netherlands,,Destination INFERRED.,Latin,
1640,4,15,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Bal de Hoczew, Johannes (fl. 1640)",Hoczew,"49.42449, 22.32473",Subcarpathian Voivodeship,Poland,,Destination INFERRED.,Latin,"Bochnicius (fl. 1640) ~Bal de Hoczew, Christoph"
1640,10,6,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Bal de Hoczew, Johannes (fl. 1640)",Hoczew,"49.42449, 22.32473",Subcarpathian Voivodeship,Poland,,Destination INFERRED.,Latin,"Bal de Hoczew, Christoph"
1640,10,11,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Moriaen, Johann",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Origin INFERRED.,Latin,
1641,12,19,"CCCCCC",London,"51.50853, -0.12574",England,,"de Geer, Louis",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,,,Latin,"Hotton, Goddofred"
1641,11,15,"CCCCCC",London,"51.50853, -0.12574",England,,"de Geer, Louis",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,,Destination INFERRED.,Latin,"de Geer, Louis"
1641,10,19,"de Geer, Louis",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,"CCCCCC",London,"51.50853, -0.12574",England,,,Destination INFERRED.,French,"Dury, John (Sister of) ~ Clemens, Abraham (mentioned 1643-50)"
1641,2,17,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Hartlib, Samuel",London,"51.50853, -0.12574",England,,,Origin INFERRED. ~ Destination INFERRED.,Latin,"Hübner, Joachim ~ Bacon, Francis ~ Charles I, King of England, Scotland, and Ireland ~ Stoughton, John ~ Gaston, Dr. (fl. 1641-48) ~ Bergerus, Christoph (fl. 1641) ~ James I and VI, King of England, Scotland, and Ireland"
1641,3,7,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Hartlib, Samuel",London,"51.50853, -0.12574",England,,,Origin INFERRED. ~ Destination INFERRED.,Latin,"Rej z Nagłowic, Mikołaj (fl. 1641)"
1641,4,23,"Erastus, Jiří ~ Justinus, Laurentius ~ CCCCCC ~ Fabricius, Paulus",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Dutch Church in London, Ministers, Elders, and Deacons of the (fl. 1641)",London,"51.50853, -0.12574",England,,,,Latin,"Vetter, Daniel ~ Felín, Jan ~ Charles I, King of England, Scotland, and Ireland"
1641,10,10,"Moriaen, Johann",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"CCCCCC",London,"51.50853, -0.12574",England,,,,German,"Hartlib, Samuel ~ Dury, John ~ Hotton, Goddofred ~ Vetter, Daniel ~ Felín, Jan ~ Rülz, Johann ~ Bisterfeld, Johann Heinrich ~ Hübner, Joachim ~ Haak, Theodor ~ Rákóczi, György I ~ de Geer, Louis ~ Pym, John"
1641,10,18,"CCCCCC",London,"51.50853, -0.12574",England,,Friends in Leszno,Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,,,Latin,"Hartlib, Samuel ~ Dury, John ~ Hübner, Joachim ~ Pell, John ~ Haak, Theodor ~ James I and VI, King of England, Scotland, and Ireland ~ Harrison, N. (fl. 1641) ~ Bacon, Francis ~ Williams, John (Dr) ~ Laud, William ~ Philip IV, King of Spain"
1641,11,15,"CCCCCC",London,"51.50853, -0.12574",England,,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Destination INFERRED.,Latin,"de Geer, Louis ~ Hotton, Goddofred"
1641,12,19,"CCCCCC",London,"51.50853, -0.12574",England,,"Hotton, Goddofred",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Destination INFERRED.,Latin,"de Geer, Louis ~ Hartlib, Samuel ~ Moriaen, Johann ~ Dury, John"
1641,3,7,"CCCCCC",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Moriaen, Johann",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Origin INFERRED. ~ Destination INFERRED.,Latin,"Hartlib, Samuel ~ Hübner, Joachim ~ Vechner, David ~Laurin, Jiří"
1642,9,21,"CCCCCC",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,"Freinshem, Johann",Uppsala,"59.8585, 17.64543",Uppsala County,Sweden,,Destination INFERRED.,Latin,"Freinshem, Johann ~ Loccenius, Johann"
1642,9,16,"CCCCCC",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,"Loccenius, Johann",Sweden,"62.0, 15.0",,,,Destination INFERRED.,Latin,"de Geer, Louis ~ Loccenius, Johann"
1642,9,10,"CCCCCC",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,"Matthiae, Johannes",Sweden,"62.0, 15.0",,,,Destination INFERRED.,Latin,"Matthiae, Johannes ~ de Geer, Louis ~ Oxenstierna, Axel (Count)"
1642,8,29,"CCCCCC",Finspång,"58.70578, 15.76739",Östergötland,Sweden,"Matthiae, Johannes",Sweden,"62.0, 15.0",,,,Destination INFERRED.,Latin,"Matthiae, Johannes ~ de Geer, Louis ~ Christina, Queen of Sweden"
